1.000000e+00    3.629844e-01
6.000000e+00    2.245855e-02
1.100000e+01    8.095975e-03
1.600000e+01    4.260826e-03
2.100000e+01    2.684056e-03
2.600000e+01    1.883285e-03
3.100000e+01    1.420773e-03
3.600000e+01    1.128575e-03
4.100000e+01    9.311728e-04
4.600000e+01    7.908772e-04
5.100000e+01    6.869654e-04
5.600000e+01    6.071288e-04
6.100000e+01    5.441143e-04
6.600000e+01    4.932151e-04
7.100000e+01    4.512155e-04
7.600000e+01    4.159590e-04
8.100000e+01    3.859764e-04
8.600000e+01    3.600285e-04
9.100000e+01    3.373996e-04
9.600000e+01    3.174548e-04
1.010000e+02    2.997407e-04
1.060000e+02    2.838554e-04
1.110000e+02    2.695663e-04
1.160000e+02    2.565622e-04
1.210000e+02    2.447555e-04
1.260000e+02    2.339322e-04
1.310000e+02    2.239802e-04
1.360000e+02    2.147891e-04
1.410000e+02    2.062976e-04
1.460000e+02    1.983812e-04
