1	-4.357482918440551
2	-0.8638150322086462
3	-0.21351871208432555
4	-0.011906616078145684
5	0.06385344479702665
6	0.0938501808405908
7	0.1046421656721628
8	0.10669342171769604
9	0.1046177316565374
10	0.10061039033525239
11	0.09577025620650373
12	0.0906640444937227
13	0.08558674443139047
14	0.08068934294642988
15	0.07604455088959175
16	0.07168193385082229
17	0.067607252778003
18	0.06381334928478025
19	0.06028636398850668
20	0.05700931458715103
21	0.05396415078665473
22	0.051132917580111105
23	0.04849839152080263
24	0.046044404260766676
25	0.043755981037627886
26	0.0416193709920129
27	0.039622015917374735
28	0.03775248575499103
29	0.03600039798323992
30	0.034356331182410396
